hPa,LBL_g1,LBLg_g1,LBLk_g1,LBL_g2,LBLg_g2,LBLk_g2,LBL_g3,LBLg_g3,LBLk_g3,LBL_g4,LBLg_g4,LBLk_g4,LBL_g5,LBLg_g5,LBLk_g5,LBL_g6,LBLg_g6,LBLk_g6,LBL_tot,LBLg_tot,LBLk_tot
0.0,0.013855,0.013855,0.013855,0.044026,0.044026,0.044026,0.176921,0.176921,0.176921,0.267362,0.267362,0.267362,1.500719,1.500719,1.500719,56.938557,56.938557,56.938557,58.94144,58.94144,58.94144
0.0006,0.013842,0.013843,0.013844,0.044024,0.044025,0.044024,0.176921,0.176921,0.17692,0.267362,0.267362,0.267362,1.500719,1.500719,1.500719,56.938557,56.938557,56.938557,58.94143,58.94143,58.94143
0.0009,0.013838,0.013839,0.013839,0.044024,0.044024,0.044023,0.176921,0.176921,0.17692,0.267362,0.267362,0.267362,1.500719,1.500719,1.500719,56.938557,56.938557,56.938557,58.94142,58.94142,58.94142
0.0012,0.013831,0.013832,0.013833,0.044022,0.044023,0.044022,0.17692,0.17692,0.17692,0.267362,0.267362,0.267362,1.500719,1.500719,1.500719,56.938557,56.938557,56.938557,58.94141,58.94141,58.94141
0.0017,0.013821,0.013823,0.013824,0.044021,0.044021,0.044021,0.17692,0.17692,0.17692,0.267362,0.267362,0.267362,1.500719,1.500719,1.500719,56.938557,56.938557,56.938557,58.9414,58.9414,58.9414
0.0024,0.013808,0.013811,0.013811,0.044019,0.044019,0.044019,0.176919,0.176919,0.176919,0.267362,0.267362,0.267362,1.500719,1.500719,1.500719,56.938557,56.938557,56.938557,58.94138,58.94139,58.94139
0.0034,0.013789,0.013793,0.013794,0.044015,0.044016,0.044016,0.176918,0.176919,0.176918,0.267362,0.267362,0.267362,1.500719,1.500719,1.500719,56.938557,56.938557,56.938556,58.94136,58.94137,58.94137
0.0048,0.013763,0.013769,0.013769,0.044011,0.044012,0.044012,0.176917,0.176917,0.176917,0.267362,0.267362,0.267362,1.500719,1.500719,1.500719,56.938556,56.938556,56.938556,58.94133,58.94134,58.94133
0.0067,0.013726,0.013735,0.013735,0.044005,0.044006,0.044006,0.176915,0.176916,0.176915,0.267362,0.267362,0.267362,1.500719,1.500719,1.500719,56.938556,56.938556,56.938556,58.94128,58.94129,58.94129
0.0094,0.013675,0.013687,0.013687,0.043996,0.043998,0.043998,0.176912,0.176913,0.176913,0.267362,0.267362,0.267362,1.500719,1.500719,1.500719,56.938555,56.938556,56.938555,58.94122,58.94123,58.94123
