,hPa,LBL_g1,LBLk_g1,PAR_g1,LBL_g2,LBLk_g2,PAR_g2,LBL_g3,LBLk_g3,PAR_g3,LBL_g4,LBLk_g4,PAR_g4,LBL_g5,LBLk_g5,PAR_g5,LBL_g6,LBLk_g6,PAR_g6,LBL_g7,LBLk_g7,PAR_g7,LBL_g8,LBLk_g8,PAR_g8,LBL_g9,LBLk_g9,PAR_g9,LBL_g10,LBLk_g10,PAR_g10,LBL_tot,LBLk_tot,PAR_tot,LBLk - LBL,PAR - LBL
0,0.0003,29.86202732,33.05624949,33.058131,5.42750086,4.94649961,4.9463752,5.88946461,4.64871581,4.6482261,0.60732338,0.50447403,0.50442452,0.122401,0.10050579,0.1004955,0.00363186,0.00425973,0.00425929,0.01991663,0.01573535,0.01573373,0.00232891,0.00191224,0.00191204,0.00028925,0.00023544,0.00023542,3.604e-05,1.518e-05,1.518e-05,41.93491986,43.27860266,43.279808,1.3436828,1.34488814
1,0.0008,8.09923773,10.30049103,10.301063,5.06734854,4.81321702,4.8130957,5.81679628,4.63988876,4.6393999,0.6173628,0.51289727,0.51284692,0.1248488,0.1023315,0.10232102,0.00378811,0.00438254,0.00438209,0.020301,0.01602515,0.01602349,0.00239159,0.00195904,0.00195884,0.00029636,0.000241,0.00024098,3.691e-05,1.554e-05,1.554e-05,19.75240811,20.39144885,20.391348,0.63904074,0.63893989
2,0.0011,4.99062007,4.95114765,4.9514204,4.94376825,4.81219827,4.8120769,5.79606147,4.66239866,4.6619075,0.63892547,0.5302498,0.53019776,0.12995182,0.10605428,0.10604342,0.00408539,0.00463278,0.00463231,0.02111454,0.01661564,0.01661392,0.00252378,0.00205441,0.00205419,0.00031156,0.00025233,0.00025231,3.881e-05,1.627e-05,1.627e-05,16.52740117,15.0856201,15.085215,-1.44178107,-1.44218617
3,0.0015,2.89424415,1.78691271,1.7870105,4.72525211,4.74722541,4.7471055,5.75510551,4.67681781,4.6763251,0.66169889,0.54797335,0.54791957,0.13546501,0.10986781,0.10985656,0.00441983,0.00488918,0.00488868,0.02200737,0.01722065,0.01721887,0.00266865,0.00215212,0.0021519,0.00032855,0.00026394,0.00026391,4.098e-05,1.702e-05,1.702e-05,14.20123106,11.89334001,11.892758,-2.30789105,-2.30847306
4,0.0021,1.53636589,0.43468532,0.43470905,4.39478842,4.59232426,4.5922078,5.68532525,4.67882299,4.67833,0.68539013,0.56582021,0.56576464,0.14135162,0.11372498,0.11371332,0.00479363,0.0051486,0.00514807,0.02297613,0.01783279,0.01783095,0.00282574,0.00225098,0.00225075,0.00034732,0.00027568,0.00027565,4.332e-05,1.778e-05,1.778e-05,12.47420745,10.41090361,10.410248,-2.06330384,-2.06395945
5,0.0029,0.71736181,0.06162159,0.06162494,3.94952174,4.32004572,4.3199356,5.57631091,4.66319151,4.6627,0.70993968,0.58374761,0.58369021,0.14763979,0.11762513,0.11761306,0.00521387,0.00541104,0.00541048,0.02402798,0.01845204,0.01845013,0.00299639,0.002351,0.00235075,0.00036809,0.00028756,0.00028753,4.592e-05,1.855e-05,1.855e-05,11.13342617,9.77275176,9.7720812,-1.36067441,-1.36134497
6,0.0041,0.27841989,0.00418211,0.00418234,3.40534726,3.90824785,3.9081483,5.41446887,4.62724214,4.6267545,0.73513318,0.60471297,0.60465358,0.15434039,0.1226347,0.12262213,0.00568884,0.00583058,0.00582998,0.02516759,0.01933571,0.01933371,0.00318168,0.00249831,0.00249805,0.00039104,0.00030686,0.00030683,4.878e-05,1.992e-05,1.992e-05,10.02218751,9.29501115,9.2943493,-0.72717636,-0.72783821
7,0.0057,0.08298408,0.00010419,0.00010419,2.79871287,3.34010191,3.3400162,5.18430241,4.55930339,4.5588227,0.76065345,0.62745481,0.62739311,0.16146372,0.12834418,0.128331,0.00622928,0.00634831,0.00634766,0.02639984,0.02038544,0.02038333,0.00338281,0.00267529,0.00267501,0.0004164,0.00033079,0.00033075,5.194e-05,2.167e-05,2.167e-05,9.02459681,8.68506996,8.6844256,-0.33952685,-0.34017121
8,0.008,0.01704216,6.6e-07,6.6e-07,2.17745597,2.62881002,2.6287427,4.87217466,4.44391865,4.4434503,0.78638639,0.65000763,0.64994382,0.16909406,0.13411179,0.13409805,0.0068522,0.00687197,0.00687126,0.02774211,0.02144716,0.02144495,0.00360269,0.0028543,0.002854,0.00044459,0.00035499,0.00035495,5.546e-05,2.344e-05,2.344e-05,8.06085029,7.8884006,7.8877841,-0.17244969,-0.17306619
9,0.0112,0.00207509,0.0,0.0,1.58366363,1.83922833,1.8391807,4.46546022,4.2663092,4.2658593,0.8118408,0.67273364,0.67266748,0.17728244,0.14014317,0.14012878,0.00757843,0.00747887,0.0074781,0.02920704,0.02253519,0.02253286,0.00384385,0.00303798,0.00303767,0.00047601,0.00037976,0.00037972,5.939e-05,2.523e-05,2.522e-05,7.08148691,6.95187138,6.9512899,-0.12961553,-0.13019701
