,hPa,LBL_g1,LBLk_g1,PAR_g1,LBL_g2,LBLk_g2,PAR_g2,LBL_g3,LBLk_g3,PAR_g3,LBL_g4,LBLk_g4,PAR_g4,LBL_g5,LBLk_g5,PAR_g5,LBL_g6,LBLk_g6,PAR_g6,LBL_g7,LBLk_g7,PAR_g7,LBL_g8,LBLk_g8,PAR_g8,LBL_g9,LBLk_g9,PAR_g9,LBL_g10,LBLk_g10,PAR_g10,LBL_tot,LBLk_tot,PAR_tot,LBLk - LBL,PAR - LBL
0,0.0003,10.75928167,10.86999113,10.871843,7.75883274,8.06871528,8.0664185,10.89971088,8.96824279,8.9671093,1.18859681,0.99029941,0.99019394,0.24001466,0.1973126,0.19729043,0.00701675,0.00827516,0.0082743,0.03909566,0.03088725,0.03088408,0.00453903,0.00373103,0.00373064,0.00056513,0.00045977,0.00045973,7.04e-05,2.964e-05,2.964e-05,30.89772372,29.13794405,29.136234,-1.75977967,-1.76148972
1,0.0008,0.19482907,0.00017446,0.00017675,4.83809506,5.84078206,5.8391227,9.68642023,8.53502444,8.533946,1.18420551,0.99132678,0.99122126,0.24086052,0.19796735,0.19794512,0.00711668,0.00832129,0.00832043,0.03924245,0.03099603,0.03099285,0.00456361,0.00374862,0.00374823,0.00056789,0.00046186,0.00046182,7.072e-05,2.978e-05,2.977e-05,16.19597173,15.60883267,15.605965,-0.58713906,-0.59000673
2,0.0011,0.04913944,1.02e-06,1.24e-06,3.81713667,4.71687226,4.7155342,8.97760492,8.25963749,8.2585941,1.18669747,0.9966228,0.99651679,0.24270299,0.19940463,0.19938225,0.00725284,0.00841938,0.0084185,0.03954125,0.03122743,0.03122422,0.00461275,0.00378601,0.00378561,0.0005734,0.0004663,0.00046626,7.142e-05,3.006e-05,3.006e-05,14.32533314,14.21646738,14.213953,-0.10886576,-0.11138014
3,0.0015,0.00830323,0.0,1e-08,2.85730298,3.48389268,3.4829065,8.10017393,7.88261953,7.8816239,1.18746455,1.00167895,1.0015724,0.2446702,0.20092058,0.20089803,0.00741158,0.0085234,0.00852251,0.03986498,0.0314728,0.03146957,0.0046661,0.00382566,0.00382526,0.00057942,0.00047101,0.00047097,7.215e-05,3.037e-05,3.036e-05,12.45050912,12.61343497,12.611319,0.16292585,0.16080988
4,0.0021,0.00080191,0.0,0.0,1.99817518,2.26910949,2.2684695,7.06179685,7.37602565,7.3750941,1.1851684,1.00582968,1.0057226,0.24665193,0.20242697,0.20240423,0.00759328,0.0086277,0.0086268,0.04019831,0.03171879,0.03171553,0.00472125,0.00386542,0.00386502,0.00058567,0.00047574,0.00047569,7.291e-05,3.067e-05,3.067e-05,10.54576569,10.89811012,10.896404,0.35234443,0.35063831
5,0.0029,3.553e-05,0.0,0.0,1.27517979,1.23947932,1.2391323,5.90311118,6.71371248,6.7128648,1.17863816,1.00868552,1.0085781,0.24864082,0.20391651,0.20389361,0.0078063,0.00873217,0.00873126,0.04054279,0.03196515,0.03196186,0.00477855,0.00390525,0.00390485,0.00059219,0.00048047,0.00048042,7.371e-05,3.098e-05,3.098e-05,8.65939901,9.21090785,9.2095782,0.55150884,0.55017919
6,0.0041,5.3e-07,0.0,0.0,0.72141119,0.52976947,0.52962356,4.69988885,5.87827456,5.8775329,1.16635711,1.00970982,1.0096024,0.25062874,0.20538084,0.2053578,0.00806252,0.00883681,0.00883589,0.04090092,0.03221183,0.03220852,0.00483858,0.00394516,0.00394475,0.00059905,0.00048521,0.00048516,7.452e-05,3.129e-05,3.128e-05,6.89276201,7.66864498,7.6676223,0.77588297,0.77486029
7,0.0057,0.0,0.0,0.0,0.3520139,0.16110319,0.16106063,3.5499498,4.87432424,4.8737098,1.14642123,1.00815622,1.008049,0.25260403,0.20680812,0.20678492,0.00837854,0.0089416,0.00894067,0.04127622,0.03245878,0.03245545,0.00490211,0.00398514,0.00398472,0.00060634,0.00048996,0.00048991,7.537e-05,3.159e-05,3.159e-05,5.35622754,6.29629885,6.2955067,0.94007131,0.93927916
8,0.008,0.0,0.0,0.0,0.14542132,0.03062834,0.03062133,2.54283814,3.74544383,3.7449724,1.11656915,1.00299692,1.0028902,0.25455055,0.20818179,0.20815842,0.00877767,0.00904655,0.00904562,0.04167361,0.03270597,0.03270261,0.00497026,0.00402519,0.00402478,0.0006142,0.00049472,0.00049467,7.627e-05,3.19e-05,3.19e-05,4.11549118,5.03355521,5.0329419,0.91806403,0.91745072
9,0.0112,0.0,0.0,0.0,0.05040456,0.00305564,0.00305541,1.72982671,2.58794218,2.5876171,1.07433985,0.9942591,0.99415316,0.25644493,0.21002027,0.20999665,0.00929255,0.00932719,0.00932622,0.04209984,0.03301537,0.03301197,0.00504455,0.00407648,0.00407605,0.0006228,0.00050093,0.00050088,7.722e-05,3.228e-05,3.227e-05,3.16815301,3.84222943,3.8417697,0.67407642,0.67361669
10,0.0158,0.0,0.0,0.0,0.01453354,0.00012597,0.00012609,1.11716666,1.54169303,1.5415003,1.01745947,0.98163597,0.98153157,0.2582557,0.21297234,0.21294844,0.00996891,0.01001982,0.01001878,0.04256436,0.03346016,0.03345672,0.00512712,0.00415237,0.00415194,0.0006324,0.0005103,0.00051024,7.824e-05,3.279e-05,3.278e-05,2.46578641,2.78460274,2.7842769,0.31881633,0.31849049
11,0.0221,0.0,0.0,0.0,0.00343421,1.54e-06,1.56e-06,0.68280288,0.74650086,0.74640835,0.94451877,0.96071556,0.96061341,0.25994323,0.21637877,0.21635449,0.01087095,0.01095627,0.01095513,0.04308059,0.03395707,0.03395359,0.00522102,0.00423798,0.00423755,0.00064337,0.00052075,0.00052069,7.936e-05,3.331e-05,3.331e-05,1.95059438,1.97330211,1.9730781,0.02270773,0.02248372
12,0.031,0.0,0.0,0.0,0.00063799,0.0,0.0,0.39462847,0.27106083,0.27102789,0.8558893,0.92825077,0.92815203,0.26145921,0.22028269,0.22025795,0.01208863,0.01217676,0.0121755,0.04366737,0.0345226,0.03451905,0.00533049,0.00433615,0.0043357,0.00065619,0.00053265,0.00053259,8.06e-05,3.386e-05,3.386e-05,1.57443826,1.47119633,1.4710346,-0.10324193,-0.10340366
