hPa,LBL_g1,LBLg_g1,LBLk_g1,LBL_g2,LBLg_g2,LBLk_g2,LBL_g3,LBLg_g3,LBLk_g3,LBL_g4,LBLg_g4,LBLk_g4,LBL_g5,LBLg_g5,LBLk_g5,LBL_g6,LBLg_g6,LBLk_g6,LBL_g7,LBLg_g7,LBLk_g7,LBL_g8,LBLg_g8,LBLk_g8,LBL_g9,LBLg_g9,LBLk_g9,LBL_g10,LBLg_g10,LBLk_g10,LBL_tot,LBLg_tot,LBLk_tot
0.0003,0.00386447,0.00372229,0.0037221,0.00141865,0.00131109,0.00131008,0.00081655,0.00050952,0.00050964,0.00022798,0.00014431,0.00014448,3.493e-05,2.497e-05,2.504e-05,1.889e-05,1.379e-05,1.384e-05,9.76e-06,7.24e-06,7.28e-06,4.92e-06,4.19e-06,4.22e-06,2.24e-06,2.07e-06,2.09e-06,1.78e-06,1.71e-06,1.73e-06,0.00640017,0.00574117,0.0057405
0.0008,0.00385565,0.00371409,0.00371391,0.00142311,0.00131527,0.00131425,0.00081862,0.00051108,0.0005112,0.00022942,0.00014526,0.00014543,3.518e-05,2.517e-05,2.523e-05,1.907e-05,1.392e-05,1.397e-05,9.86e-06,7.32e-06,7.36e-06,4.99e-06,4.24e-06,4.27e-06,2.25e-06,2.09e-06,2.11e-06,1.8e-06,1.73e-06,1.75e-06,0.00639995,0.00574015,0.00573948
0.0011,0.00383771,0.00369739,0.00369723,0.00143211,0.00132369,0.00132274,0.00082289,0.00051426,0.00051437,0.00023243,0.0001472,0.00014737,3.571e-05,2.556e-05,2.562e-05,1.943e-05,1.419e-05,1.424e-05,1.008e-05,7.48e-06,7.52e-06,5.09e-06,4.33e-06,4.36e-06,2.31e-06,2.15e-06,2.16e-06,1.88e-06,1.78e-06,1.81e-06,0.00639964,0.00573804,0.00573741
0.0015,0.00381933,0.00368027,0.00368014,0.00144124,0.00133223,0.00133144,0.00082731,0.00051753,0.00051761,0.00023555,0.00014921,0.00014935,3.626e-05,2.597e-05,2.603e-05,1.982e-05,1.447e-05,1.451e-05,1.032e-05,7.65e-06,7.69e-06,5.21e-06,4.44e-06,4.46e-06,2.37e-06,2.2e-06,2.22e-06,1.93e-06,1.84e-06,1.86e-06,0.00639933,0.00573581,0.0057353
0.0021,0.00380073,0.00366294,0.00366284,0.00145036,0.00134077,0.00134024,0.00083183,0.00052084,0.0005209,0.00023875,0.00015126,0.00015135,3.683e-05,2.64e-05,2.643e-05,2.021e-05,1.476e-05,1.479e-05,1.056e-05,7.83e-06,7.85e-06,5.34e-06,4.54e-06,4.56e-06,2.43e-06,2.26e-06,2.27e-06,1.99e-06,1.9e-06,1.91e-06,0.00639904,0.00573349,0.00573315
0.0029,0.00378191,0.0036454,0.00364534,0.00145948,0.0013493,0.00134915,0.00083645,0.00052419,0.00052423,0.00024202,0.00015334,0.00015338,3.742e-05,2.683e-05,2.684e-05,2.063e-05,1.506e-05,1.507e-05,1.081e-05,8.02e-06,8.03e-06,5.47e-06,4.65e-06,4.66e-06,2.5e-06,2.32e-06,2.33e-06,2.03e-06,1.96e-06,1.97e-06,0.00639873,0.00573107,0.00573098
0.0041,0.00376287,0.00362767,0.00362767,0.00146858,0.00135781,0.00135751,0.00084118,0.00052759,0.00052761,0.00024538,0.00015547,0.00015552,3.803e-05,2.727e-05,2.729e-05,2.106e-05,1.536e-05,1.538e-05,1.108e-05,8.21e-06,8.22e-06,5.61e-06,4.77e-06,4.78e-06,2.57e-06,2.39e-06,2.39e-06,2.11e-06,2.03e-06,2.04e-06,0.00639846,0.00572856,0.0057284
0.0057,0.00374361,0.00360973,0.00360981,0.00147766,0.0013663,0.00136557,0.00084601,0.00053103,0.00053105,0.00024881,0.00015763,0.00015772,3.866e-05,2.773e-05,2.777e-05,2.15e-05,1.568e-05,1.571e-05,1.135e-05,8.41e-06,8.43e-06,5.75e-06,4.89e-06,4.91e-06,2.64e-06,2.45e-06,2.47e-06,2.19e-06,2.1e-06,2.12e-06,0.00639818,0.00572594,0.00572556
0.008,0.00372411,0.00359158,0.00359174,0.00148672,0.00137477,0.00137372,0.00085095,0.00053452,0.00053453,0.00025233,0.00015984,0.00015996,3.931e-05,2.82e-05,2.825e-05,2.196e-05,1.6e-05,1.605e-05,1.164e-05,8.61e-06,8.64e-06,5.9e-06,5.01e-06,5.04e-06,2.72e-06,2.52e-06,2.54e-06,2.26e-06,2.17e-06,2.2e-06,0.0063979,0.00572322,0.00572268
0.0112,0.00370437,0.00357322,0.00357344,0.00149574,0.00138321,0.001382,0.00085599,0.00053805,0.00053806,0.00025593,0.00016208,0.00016222,3.998e-05,2.868e-05,2.873e-05,2.244e-05,1.634e-05,1.639e-05,1.194e-05,8.82e-06,8.86e-06,6.06e-06,5.14e-06,5.18e-06,2.8e-06,2.6e-06,2.62e-06,2.36e-06,2.25e-06,2.28e-06,0.0063976,0.00572038,0.00571977
