hPa,LBL_g1,LBLk_g1,PAR_g1,LBL_g2,LBLk_g2,PAR_g2,LBL_g3,LBLk_g3,PAR_g3,LBL_g4,LBLk_g4,PAR_g4,LBL_g5,LBLk_g5,PAR_g5,LBL_g6,LBLk_g6,PAR_g6,LBL_g7,LBLk_g7,PAR_g7,LBL_g8,LBLk_g8,PAR_g8,LBL_g9,LBLk_g9,PAR_g9,LBL_g10,LBLk_g10,PAR_g10,LBL_tot,LBLk_tot,PAR_tot,LBLk - LBL,PAR - LBL
0.0,0.000804,0.000804,0.00080422,0.001635,0.001635,0.00163471,0.009604,0.009604,0.00960379,0.023339,0.023339,0.02333896,0.062986,0.062986,0.0629855,0.129177,0.129177,0.12917701,0.335439,0.335439,0.33543926,0.752369,0.752369,0.75236878,0.758344,0.758344,0.75834386,13.119028,13.119028,13.119028,15.19272,15.19272,15.192724,0.0,4e-06
0.0006,8e-06,0.0,1e-08,0.001054,0.001031,0.00103107,0.008795,0.008938,0.00893756,0.02325,0.023265,0.02326448,0.062967,0.062971,0.06297065,0.129176,0.129176,0.12917638,0.335436,0.335437,0.33543693,0.752368,0.752369,0.7523685,0.758344,0.758344,0.75834383,13.119028,13.119028,13.119028,15.19043,15.19056,15.190558,0.00013,0.000128
0.0009,2e-06,0.0,0.0,0.000907,0.000854,0.00085401,0.008504,0.008681,0.00868129,0.023213,0.023234,0.02323404,0.06296,0.062965,0.06296455,0.129176,0.129176,0.12917612,0.335435,0.335436,0.33543598,0.752368,0.752369,0.75236838,0.758344,0.758344,0.75834381,13.119028,13.119028,13.119028,15.18994,15.19009,15.190086,0.00015,0.000146
0.0012,0.0,0.0,0.0,0.000742,0.000651,0.00065054,0.008123,0.008331,0.00833101,0.023161,0.02319,0.02318997,0.062949,0.062956,0.0629557,0.129176,0.129176,0.12917573,0.335433,0.335434,0.33543459,0.752368,0.752368,0.75236821,0.758344,0.758344,0.75834379,13.119028,13.119028,13.119028,15.18932,15.18948,15.189478,0.00016,0.000158
0.0017,0.0,0.0,0.0,0.000565,0.000439,0.00043905,0.007636,0.007859,0.00785896,0.023085,0.023126,0.02312621,0.062933,0.062943,0.06294284,0.129175,0.129175,0.12917516,0.335431,0.335432,0.33543257,0.752368,0.752368,0.75236796,0.758344,0.758344,0.75834376,13.119028,13.119028,13.119028,15.18857,15.18872,15.188715,0.00015,0.000145
0.0024,0.0,0.0,0.0,0.000392,0.000249,0.00024887,0.007032,0.007236,0.0072359,0.022975,0.023034,0.02303413,0.06291,0.062925,0.06292416,0.129175,0.129174,0.12917431,0.335427,0.335429,0.33542964,0.752367,0.752368,0.75236759,0.758344,0.758344,0.75834372,13.119028,13.119028,13.119028,15.18765,15.18779,15.187786,0.00014,0.000136
0.0034,0.0,0.0,0.0,0.00024,0.00011,0.00010969,0.006315,0.006437,0.00643709,0.022818,0.022901,0.02290144,0.062876,0.062898,0.06289708,0.129173,0.129173,0.12917307,0.335421,0.335425,0.33542539,0.752367,0.752367,0.75236705,0.758344,0.758344,0.75834365,13.119028,13.119028,13.119028,15.18658,15.18668,15.186683,0.0001,0.000103
0.0048,0.0,0.0,0.0,0.000124,3.4e-05,3.361e-05,0.005502,0.005454,0.0054534,0.022593,0.02271,0.02270982,0.062827,0.062858,0.06285749,0.129172,0.129171,0.12917118,0.335413,0.335419,0.33541914,0.752366,0.752366,0.75236624,0.758343,0.758344,0.75834355,13.119028,13.119028,13.119028,15.18537,15.18538,15.185383,1e-05,1.3e-05
0.0067,0.0,0.0,0.0,5.3e-05,6e-06,6.09e-06,0.004632,0.00431,0.00431033,0.022275,0.022433,0.02243341,0.062754,0.0628,0.0627994,0.129169,0.129168,0.1291683,0.335401,0.33541,0.33540989,0.752364,0.752365,0.75236503,0.758343,0.758344,0.7583434,13.119028,13.119028,13.119028,15.18402,15.18386,15.183864,-0.00016,-0.000156
0.0094,0.0,0.0,0.0,1.8e-05,1e-06,5.2e-07,0.003754,0.003088,0.00308749,0.021827,0.022037,0.02203697,0.062647,0.062715,0.06271435,0.129164,0.129164,0.12916393,0.335384,0.335396,0.33539625,0.752362,0.752363,0.75236321,0.758343,0.758343,0.75834317,13.119028,13.119028,13.119028,15.18253,15.18213,15.182134,-0.0004,-0.000396
